,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
50926,2008,1,18,5,2102.0,2045,2219.0,2210,WN,2719,N780SW,77.0,85.0,62.0,9.0,17.0,PDX,SMF,479,6.0,9.0,0,N,0,,,,,
50929,2008,1,18,5,1138.0,1130,1302.0,1250,WN,2889,N285WN,144.0,140.0,124.0,12.0,8.0,PHL,BNA,675,6.0,14.0,0,N,0,,,,,
50934,2008,1,18,5,1020.0,825,1339.0,1130,WN,1368,N528SW,199.0,185.0,158.0,129.0,115.0,PHL,FLL,992,5.0,36.0,0,N,0,3.0,0.0,14.0,0.0,112.0
50935,2008,1,18,5,1236.0,1230,1523.0,1535,WN,3047,N628SW,167.0,185.0,152.0,-12.0,6.0,PHL,FLL,992,3.0,12.0,0,N,0,,,,,
50936,2008,1,18,5,1044.0,1035,1402.0,1335,WN,32,N508SW,258.0,240.0,236.0,27.0,9.0,PHL,HOU,1335,3.0,19.0,0,N,0,0.0,0.0,18.0,0.0,9.0
50937,2008,1,18,5,1617.0,1600,,1900,WN,54,N513SW,,240.0,,,17.0,PHL,HOU,1335,,33.0,0,N,1,,,,,
50939,2008,1,18,5,1912.0,1855,2141.0,2115,WN,2807,N382SW,149.0,140.0,123.0,26.0,17.0,PHL,JAX,742,7.0,19.0,0,N,0,9.0,0.0,9.0,0.0,8.0
50940,2008,1,18,5,921.0,900,1156.0,1145,WN,1486,N210WN,335.0,345.0,315.0,11.0,21.0,PHL,LAS,2176,4.0,16.0,0,N,0,,,,,
50942,2008,1,18,5,1819.0,1810,2117.0,2050,WN,637,N614SW,178.0,160.0,137.0,27.0,9.0,PHL,MCO,861,8.0,33.0,0,N,0,9.0,0.0,18.0,0.0,0.0
50945,2008,1,18,5,1554.0,1540,1901.0,1820,WN,1415,N344SW,187.0,160.0,141.0,41.0,14.0,PHL,MCO,861,6.0,40.0,0,N,0,14.0,0.0,27.0,0.0,0.0
50953,2008,1,18,5,2211.0,2110,2335.0,2235,WN,2115,N522SW,144.0,145.0,127.0,60.0,61.0,PHL,MDW,668,6.0,11.0,0,N,0,0.0,0.0,0.0,0.0,60.0
50956,2008,1,18,5,1728.0,1720,1902.0,1845,WN,3669,N452WN,154.0,145.0,130.0,17.0,8.0,PHL,MDW,668,6.0,18.0,0,N,0,8.0,0.0,9.0,0.0,0.0
50957,2008,1,18,5,2034.0,2020,2156.0,2135,WN,177,N519SW,82.0,75.0,47.0,21.0,14.0,PHL,MHT,290,4.0,31.0,0,N,0,8.0,0.0,7.0,0.0,6.0
50960,2008,1,18,5,1822.0,1730,1948.0,1855,WN,2028,N522SW,86.0,85.0,46.0,53.0,52.0,PHL,MHT,290,4.0,36.0,0,N,0,17.0,0.0,1.0,0.0,35.0
50961,2008,1,18,5,1251.0,1230,1349.0,1340,WN,3075,N513SW,58.0,70.0,46.0,9.0,21.0,PHL,MHT,290,2.0,10.0,0,N,0,,,,,
50962,2008,1,18,5,1737.0,1510,1904.0,1620,WN,3589,N528SW,87.0,70.0,59.0,164.0,147.0,PHL,MHT,290,4.0,24.0,0,N,0,13.0,0.0,17.0,0.0,134.0
50963,2008,1,18,5,1558.0,1550,1854.0,1845,WN,3048,N291WN,176.0,175.0,145.0,9.0,8.0,PHL,PBI,951,6.0,25.0,0,N,0,,,,,
50965,2008,1,18,5,1108.0,1100,1422.0,1440,WN,1047,N253WN,314.0,340.0,298.0,-18.0,8.0,PHL,PHX,2075,6.0,10.0,0,N,0,,,,,
50967,2008,1,18,5,1738.0,1645,1844.0,1800,WN,90,N519SW,66.0,75.0,50.0,44.0,53.0,PHL,PIT,267,5.0,11.0,0,N,0,8.0,0.0,0.0,0.0,36.0
50968,2008,1,18,5,2042.0,1955,2203.0,2110,WN,349,N385SW,81.0,75.0,50.0,53.0,47.0,PHL,PIT,267,3.0,28.0,0,N,0,19.0,0.0,6.0,0.0,28.0
50969,2008,1,18,5,1438.0,1415,1550.0,1525,WN,1375,N522SW,72.0,70.0,53.0,25.0,23.0,PHL,PIT,267,3.0,16.0,0,N,0,18.0,0.0,2.0,0.0,5.0
50970,2008,1,18,5,1114.0,1055,1218.0,1210,WN,1419,N349SW,64.0,75.0,53.0,8.0,19.0,PHL,PIT,267,2.0,9.0,0,N,0,,,,,
50972,2008,1,18,5,2209.0,1835,2323.0,2000,WN,2133,N750SA,74.0,85.0,52.0,203.0,214.0,PHL,PIT,267,6.0,16.0,0,N,0,50.0,0.0,0.0,0.0,153.0
50973,2008,1,18,5,953.0,915,1118.0,1035,WN,2988,N513SW,85.0,80.0,56.0,43.0,38.0,PHL,PIT,267,6.0,23.0,0,N,0,0.0,0.0,5.0,0.0,38.0
50975,2008,1,18,5,2016.0,1955,2108.0,2100,WN,31,N505SW,52.0,65.0,38.0,8.0,21.0,PHL,PVD,238,5.0,9.0,0,N,0,,,,,
50978,2008,1,18,5,1351.0,1335,1449.0,1440,WN,3917,N519SW,58.0,65.0,39.0,9.0,16.0,PHL,PVD,238,4.0,15.0,0,N,0,,,,,
50979,2008,1,18,5,2100.0,2040,2224.0,2215,WN,113,N482WN,84.0,95.0,58.0,9.0,20.0,PHL,RDU,336,4.0,22.0,0,N,0,,,,,
50980,2008,1,18,5,942.0,925,1104.0,1110,WN,189,N203WN,82.0,105.0,63.0,-6.0,17.0,PHL,RDU,336,3.0,16.0,0,N,0,,,,,
50981,2008,1,18,5,1809.0,1725,1943.0,1905,WN,1417,N330SW,94.0,100.0,63.0,38.0,44.0,PHL,RDU,336,4.0,27.0,0,N,0,8.0,0.0,0.0,0.0,30.0
50984,2008,1,18,5,1504.0,1455,1621.0,1620,WN,3919,N314SW,77.0,85.0,61.0,1.0,9.0,PHL,RDU,336,4.0,12.0,0,N,0,,,,,
50986,2008,1,18,5,1941.0,1930,2230.0,2225,WN,811,N395SW,169.0,175.0,153.0,5.0,11.0,PHL,TPA,920,4.0,12.0,0,N,0,,,,,
50987,2008,1,18,5,652.0,630,945.0,925,WN,1071,N327SW,173.0,175.0,159.0,20.0,22.0,PHL,TPA,920,4.0,10.0,0,N,0,20.0,0.0,0.0,0.0,0.0
50989,2008,1,18,5,1013.0,950,1318.0,1245,WN,2195,N654SW,185.0,175.0,154.0,33.0,23.0,PHL,TPA,920,3.0,28.0,0,N,0,0.0,0.0,10.0,0.0,23.0
50990,2008,1,18,5,1806.0,1700,1917.0,1800,WN,607,N398SW,71.0,60.0,52.0,77.0,66.0,PHX,ABQ,328,5.0,14.0,0,N,0,60.0,0.0,11.0,0.0,6.0
50993,2008,1,18,5,1407.0,1400,1504.0,1505,WN,1352,N477WN,57.0,65.0,47.0,-1.0,7.0,PHX,ABQ,328,4.0,6.0,0,N,0,,,,,
50994,2008,1,18,5,2208.0,2200,2305.0,2300,WN,1464,N794SW,57.0,60.0,47.0,5.0,8.0,PHX,ABQ,328,4.0,6.0,0,N,0,,,,,
50996,2008,1,18,5,2103.0,2040,2159.0,2145,WN,1624,N716SW,56.0,65.0,47.0,14.0,23.0,PHX,ABQ,328,3.0,6.0,0,N,0,,,,,
50997,2008,1,18,5,1245.0,1220,1341.0,1325,WN,1686,N695SW,56.0,65.0,46.0,16.0,25.0,PHX,ABQ,328,4.0,6.0,0,N,0,0.0,0.0,0.0,0.0,16.0
50998,2008,1,18,5,1829.0,1820,1929.0,1925,WN,2271,N218WN,60.0,65.0,48.0,4.0,9.0,PHX,ABQ,328,5.0,7.0,0,N,0,,,,,
50999,2008,1,18,5,1542.0,1525,1639.0,1625,WN,2610,N456WN,57.0,60.0,46.0,14.0,17.0,PHX,ABQ,328,4.0,7.0,0,N,0,,,,,
51000,2008,1,18,5,938.0,855,1038.0,1000,WN,2635,N489WN,60.0,65.0,48.0,38.0,43.0,PHX,ABQ,328,4.0,8.0,0,N,0,0.0,0.0,0.0,0.0,38.0
51001,2008,1,18,5,1127.0,1105,1439.0,1420,WN,1353,N367SW,132.0,135.0,119.0,19.0,22.0,PHX,AUS,872,4.0,9.0,0,N,0,19.0,0.0,0.0,0.0,0.0
51003,2008,1,18,5,902.0,845,1206.0,1155,WN,2800,N375SW,124.0,130.0,115.0,11.0,17.0,PHX,AUS,872,3.0,6.0,0,N,0,,,,,
51004,2008,1,18,5,1948.0,1930,2250.0,2235,WN,3317,N389SW,122.0,125.0,113.0,15.0,18.0,PHX,AUS,872,4.0,5.0,0,N,0,6.0,0.0,0.0,0.0,9.0
51007,2008,1,18,5,2023.0,1955,16.0,5,WN,1747,N451WN,173.0,190.0,161.0,11.0,28.0,PHX,BNA,1448,5.0,7.0,0,N,0,,,,,
51010,2008,1,18,5,1134.0,1040,1720.0,1650,WN,1511,N777QC,226.0,250.0,210.0,30.0,54.0,PHX,BUF,1912,3.0,13.0,0,N,0,30.0,0.0,0.0,0.0,0.0
51013,2008,1,18,5,2007.0,1940,2020.0,2005,WN,1156,N470WN,73.0,85.0,61.0,15.0,27.0,PHX,BUR,369,3.0,9.0,0,N,0,1.0,0.0,0.0,0.0,14.0
51014,2008,1,18,5,1735.0,1720,1746.0,1740,WN,1240,N214WN,71.0,80.0,64.0,6.0,15.0,PHX,BUR,369,2.0,5.0,0,N,0,,,,,
51016,2008,1,18,5,1246.0,1240,1305.0,1315,WN,1500,N289CT,79.0,95.0,63.0,-10.0,6.0,PHX,BUR,369,9.0,7.0,0,N,0,,,,,
51019,2008,1,18,5,1617.0,1600,1642.0,1620,WN,3327,N416WN,85.0,80.0,61.0,22.0,17.0,PHX,BUR,369,18.0,6.0,0,N,0,4.0,0.0,5.0,0.0,13.0
51020,2008,1,18,5,2124.0,2115,2141.0,2135,WN,3930,N484WN,77.0,80.0,63.0,6.0,9.0,PHX,BUR,369,3.0,11.0,0,N,0,,,,,
51021,2008,1,18,5,954.0,940,1546.0,1600,WN,519,N705SW,232.0,260.0,221.0,-14.0,14.0,PHX,BWI,1999,3.0,8.0,0,N,0,,,,,
51022,2008,1,18,5,1754.0,1740,2341.0,2345,WN,2006,N781WN,227.0,245.0,213.0,-4.0,14.0,PHX,BWI,1999,3.0,11.0,0,N,0,,,,,
51026,2008,1,18,5,1733.0,1635,1919.0,1815,WN,174,N343SW,106.0,100.0,92.0,64.0,58.0,PHX,DEN,602,5.0,9.0,0,N,0,39.0,0.0,6.0,0.0,19.0
51028,2008,1,18,5,1927.0,1910,2117.0,2055,WN,1320,N360SW,110.0,105.0,92.0,22.0,17.0,PHX,DEN,602,11.0,7.0,0,N,0,1.0,0.0,5.0,0.0,16.0
51029,2008,1,18,5,1322.0,1255,1501.0,1440,WN,1349,N670SW,99.0,105.0,84.0,21.0,27.0,PHX,DEN,602,5.0,10.0,0,N,0,7.0,0.0,0.0,0.0,14.0
51030,2008,1,18,5,2143.0,2125,2324.0,2310,WN,1489,N715SW,101.0,105.0,85.0,14.0,18.0,PHX,DEN,602,7.0,9.0,0,N,0,,,,,
51032,2008,1,18,5,1141.0,1125,1711.0,1715,WN,739,N772SW,210.0,230.0,192.0,-4.0,16.0,PHX,DTW,1671,8.0,10.0,0,N,0,,,,,
51036,2008,1,18,5,1012.0,1005,1123.0,1110,WN,1092,N398SW,71.0,65.0,52.0,13.0,7.0,PHX,ELP,347,5.0,14.0,0,N,0,,,,,
51037,2008,1,18,5,1943.0,1900,2044.0,2010,WN,1482,N649SW,61.0,70.0,49.0,34.0,43.0,PHX,ELP,347,3.0,9.0,0,N,0,3.0,0.0,0.0,0.0,31.0
51038,2008,1,18,5,2213.0,2155,2311.0,2300,WN,1538,N300SW,58.0,65.0,48.0,11.0,18.0,PHX,ELP,347,4.0,6.0,0,N,0,,,,,
51039,2008,1,18,5,1739.0,1710,1838.0,1815,WN,3748,N651SW,59.0,65.0,51.0,23.0,29.0,PHX,ELP,347,3.0,5.0,0,N,0,0.0,0.0,0.0,0.0,23.0
51043,2008,1,18,5,2003.0,1750,2326.0,2115,WN,2453,N616SW,143.0,145.0,127.0,131.0,133.0,PHX,HOU,1020,4.0,12.0,0,N,0,129.0,0.0,0.0,0.0,2.0
51044,2008,1,18,5,2156.0,2135,119.0,55,WN,2965,N695SW,143.0,140.0,134.0,24.0,21.0,PHX,HOU,1020,3.0,6.0,0,N,0,0.0,0.0,3.0,0.0,21.0
51045,2008,1,18,5,1145.0,1125,1652.0,1655,WN,728,N484WN,187.0,210.0,171.0,-3.0,20.0,PHX,IND,1489,7.0,9.0,0,N,0,,,,,
51046,2008,1,18,5,1831.0,1820,2336.0,2340,WN,873,N246LV,185.0,200.0,170.0,-4.0,11.0,PHX,IND,1489,9.0,6.0,0,N,0,,,,,
51047,2008,1,18,5,1125.0,1115,1131.0,1125,WN,255,N676SW,66.0,70.0,46.0,6.0,10.0,PHX,LAS,256,6.0,14.0,0,N,0,,,,,
51048,2008,1,18,5,2045.0,2020,2049.0,2020,WN,293,N241WN,64.0,60.0,46.0,29.0,25.0,PHX,LAS,256,5.0,13.0,0,N,0,25.0,0.0,4.0,0.0,0.0
51050,2008,1,18,5,1422.0,1410,1417.0,1410,WN,802,N308SA,55.0,60.0,43.0,7.0,12.0,PHX,LAS,256,5.0,7.0,0,N,0,,,,,
51052,2008,1,18,5,1619.0,1555,1612.0,1555,WN,1112,N780SW,53.0,60.0,42.0,17.0,24.0,PHX,LAS,256,4.0,7.0,0,N,0,17.0,0.0,0.0,0.0,0.0
51053,2008,1,18,5,1803.0,1745,1801.0,1745,WN,1433,N473WN,58.0,60.0,42.0,16.0,18.0,PHX,LAS,256,4.0,12.0,0,N,0,15.0,0.0,0.0,0.0,1.0
51054,2008,1,18,5,1916.0,1900,1906.0,1900,WN,1435,N508SW,50.0,60.0,39.0,6.0,16.0,PHX,LAS,256,5.0,6.0,0,N,0,,,,,
51055,2008,1,18,5,1518.0,1455,1532.0,1500,WN,1499,N443WN,74.0,65.0,60.0,32.0,23.0,PHX,LAS,256,6.0,8.0,0,N,0,14.0,0.0,9.0,0.0,9.0
51056,2008,1,18,5,1703.0,1630,1701.0,1635,WN,1660,N226WN,58.0,65.0,46.0,26.0,33.0,PHX,LAS,256,7.0,5.0,0,N,0,21.0,0.0,0.0,0.0,5.0
51057,2008,1,18,5,1732.0,1715,1726.0,1720,WN,2639,N256WN,54.0,65.0,43.0,6.0,17.0,PHX,LAS,256,4.0,7.0,0,N,0,,,,,
51058,2008,1,18,5,2105.0,2050,2111.0,2055,WN,2792,N504SW,66.0,65.0,42.0,16.0,15.0,PHX,LAS,256,5.0,19.0,0,N,0,15.0,0.0,1.0,0.0,0.0
51061,2008,1,18,5,1116.0,1005,1112.0,1015,WN,3580,N744SW,56.0,70.0,43.0,57.0,71.0,PHX,LAS,256,4.0,9.0,0,N,0,57.0,0.0,0.0,0.0,0.0
51062,2008,1,18,5,1303.0,1255,1302.0,1300,WN,3777,N686SW,59.0,65.0,46.0,2.0,8.0,PHX,LAS,256,4.0,9.0,0,N,0,,,,,
51063,2008,1,18,5,1941.0,1930,1933.0,1935,WN,3915,N475WN,52.0,65.0,41.0,-2.0,11.0,PHX,LAS,256,4.0,7.0,0,N,0,,,,,
51065,2008,1,18,5,1108.0,1040,1126.0,1105,WN,115,N639SW,78.0,85.0,61.0,21.0,28.0,PHX,LAX,370,9.0,8.0,0,N,0,21.0,0.0,0.0,0.0,0.0
51066,2008,1,18,5,1846.0,1800,1854.0,1820,WN,1114,N251WN,68.0,80.0,55.0,34.0,46.0,PHX,LAX,370,7.0,6.0,0,N,0,4.0,0.0,0.0,0.0,30.0
51067,2008,1,18,5,1301.0,1225,1313.0,1245,WN,1288,N257WN,72.0,80.0,56.0,28.0,36.0,PHX,LAX,370,8.0,8.0,0,N,0,3.0,0.0,0.0,0.0,25.0
51071,2008,1,18,5,1903.0,1845,1911.0,1905,WN,1466,N710SW,68.0,80.0,52.0,6.0,18.0,PHX,LAX,370,9.0,7.0,0,N,0,,,,,
51074,2008,1,18,5,2037.0,2015,2046.0,2035,WN,3157,N438WN,69.0,80.0,53.0,11.0,22.0,PHX,LAX,370,11.0,5.0,0,N,0,,,,,
51076,2008,1,18,5,926.0,920,937.0,945,WN,3603,N649SW,71.0,85.0,56.0,-8.0,6.0,PHX,LAX,370,7.0,8.0,0,N,0,,,,,
51078,2008,1,18,5,2115.0,1950,42.0,2325,WN,2190,N609SW,147.0,155.0,136.0,77.0,85.0,PHX,LIT,1136,3.0,8.0,0,N,0,72.0,0.0,0.0,0.0,5.0
51080,2008,1,18,5,1745.0,1725,2100.0,2055,WN,3068,N209WN,135.0,150.0,122.0,5.0,20.0,PHX,MCI,1044,7.0,6.0,0,N,0,,,,,
51081,2008,1,18,5,1253.0,1245,1609.0,1615,WN,3595,N527SW,136.0,150.0,127.0,-6.0,8.0,PHX,MCI,1044,4.0,5.0,0,N,0,,,,,
51088,2008,1,18,5,901.0,850,1300.0,1310,WN,1351,N465WN,179.0,200.0,166.0,-10.0,11.0,PHX,MDW,1444,4.0,9.0,0,N,0,,,,,
51089,2008,1,18,5,1925.0,1910,2320.0,2330,WN,1865,N430WN,175.0,200.0,163.0,-10.0,15.0,PHX,MDW,1444,5.0,7.0,0,N,0,,,,,
51090,2008,1,18,5,1034.0,1025,1436.0,1445,WN,3069,N293,182.0,200.0,167.0,-9.0,9.0,PHX,MDW,1444,6.0,9.0,0,N,0,,,,,
51092,2008,1,18,5,1208.0,1105,1828.0,1745,WN,1050,N491WN,260.0,280.0,246.0,43.0,63.0,PHX,MHT,2279,4.0,10.0,0,N,0,7.0,0.0,0.0,0.0,36.0
51093,2008,1,18,5,1412.0,1345,1751.0,1735,WN,3667,N212WN,159.0,170.0,148.0,16.0,27.0,PHX,MSY,1301,4.0,7.0,0,N,0,16.0,0.0,0.0,0.0,0.0
51094,2008,1,18,5,2054.0,1935,2145.0,2035,WN,289,N639SW,111.0,120.0,98.0,70.0,79.0,PHX,OAK,646,6.0,7.0,0,N,0,4.0,0.0,0.0,0.0,66.0
51096,2008,1,18,5,1330.0,1305,1419.0,1410,WN,1361,N494WN,109.0,125.0,92.0,9.0,25.0,PHX,OAK,646,5.0,12.0,0,N,0,,,,,
51098,2008,1,18,5,2128.0,2120,2214.0,2220,WN,1584,N242WN,106.0,120.0,89.0,-6.0,8.0,PHX,OAK,646,5.0,12.0,0,N,0,,,,,
51099,2008,1,18,5,1556.0,1530,1644.0,1635,WN,1773,N695SW,108.0,125.0,96.0,9.0,26.0,PHX,OAK,646,5.0,7.0,0,N,0,,,,,
51101,2008,1,18,5,1109.0,1100,1402.0,1410,WN,1154,N609SW,113.0,130.0,102.0,-8.0,9.0,PHX,OKC,833,3.0,8.0,0,N,0,,,,,
51103,2008,1,18,5,2014.0,1945,2314.0,2250,WN,2183,N509SW,120.0,125.0,104.0,24.0,29.0,PHX,OKC,833,4.0,12.0,0,N,0,7.0,0.0,0.0,0.0,17.0
51105,2008,1,18,5,2132.0,1945,56.0,2310,WN,2543,N357SW,144.0,145.0,130.0,106.0,107.0,PHX,OMA,1037,4.0,10.0,0,N,0,0.0,0.0,0.0,0.0,106.0
51106,2008,1,18,5,1555.0,1540,1919.0,1905,WN,2560,N619SW,144.0,145.0,133.0,14.0,15.0,PHX,OMA,1037,2.0,9.0,0,N,0,,,,,
51107,2008,1,18,5,2108.0,2050,2109.0,2100,WN,42,N413WN,61.0,70.0,47.0,9.0,18.0,PHX,ONT,325,3.0,11.0,0,N,0,,,,,
51109,2008,1,18,5,1935.0,1925,1935.0,1935,WN,474,N219WN,60.0,70.0,45.0,0.0,10.0,PHX,ONT,325,6.0,9.0,0,N,0,,,,,
51112,2008,1,18,5,2234.0,2225,2230.0,2230,WN,1520,N293,56.0,65.0,46.0,0.0,9.0,PHX,ONT,325,4.0,6.0,0,N,0,,,,,
51114,2008,1,18,5,1541.0,1505,1538.0,1510,WN,1592,N442WN,57.0,65.0,46.0,28.0,36.0,PHX,ONT,325,4.0,7.0,0,N,0,28.0,0.0,0.0,0.0,0.0
51115,2008,1,18,5,1812.0,1740,1815.0,1750,WN,2294,N384SW,63.0,70.0,47.0,25.0,32.0,PHX,ONT,325,3.0,13.0,0,N,0,8.0,0.0,0.0,0.0,17.0
51116,2008,1,18,5,1710.0,1630,1707.0,1640,WN,2452,N687SW,57.0,70.0,49.0,27.0,40.0,PHX,ONT,325,3.0,5.0,0,N,0,12.0,0.0,0.0,0.0,15.0
51117,2008,1,18,5,1237.0,1200,1237.0,1210,WN,2722,N489WN,60.0,70.0,47.0,27.0,37.0,PHX,ONT,325,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,27.0
51118,2008,1,18,5,1444.0,1340,1449.0,1345,WN,3247,N310SW,65.0,65.0,48.0,64.0,64.0,PHX,ONT,325,6.0,11.0,0,N,0,0.0,0.0,0.0,0.0,64.0
51119,2008,1,18,5,1515.0,1420,1658.0,1615,WN,1314,N674AA,163.0,175.0,155.0,43.0,55.0,PHX,PDX,1009,2.0,6.0,0,N,0,43.0,0.0,0.0,0.0,0.0
51122,2008,1,18,5,1045.0,1020,1644.0,1645,WN,1120,N452WN,239.0,265.0,230.0,-1.0,25.0,PHX,PHL,2075,3.0,6.0,0,N,0,,,,,
51123,2008,1,18,5,1748.0,1725,2344.0,2345,WN,3077,N217JC,236.0,260.0,222.0,-1.0,23.0,PHX,PHL,2075,4.0,10.0,0,N,0,,,,,
51126,2008,1,18,5,951.0,945,1533.0,1550,WN,383,N435WN,222.0,245.0,213.0,-17.0,6.0,PHX,RDU,1891,3.0,6.0,0,N,0,,,,,
51127,2008,1,18,5,2138.0,2115,2218.0,2205,WN,1103,N370SW,100.0,110.0,86.0,13.0,23.0,PHX,RNO,601,4.0,10.0,0,N,0,,,,,
51128,2008,1,18,5,1532.0,1500,1612.0,1550,WN,1752,N341SW,100.0,110.0,90.0,22.0,32.0,PHX,RNO,601,4.0,6.0,0,N,0,0.0,0.0,0.0,0.0,22.0
51129,2008,1,18,5,1027.0,1000,1114.0,1055,WN,3661,N651SW,107.0,115.0,89.0,19.0,27.0,PHX,RNO,601,4.0,14.0,0,N,0,13.0,0.0,0.0,0.0,6.0
51134,2008,1,18,5,2037.0,2020,2034.0,2025,WN,1280,N733SA,57.0,65.0,46.0,9.0,17.0,PHX,SAN,304,2.0,9.0,0,N,0,,,,,
51136,2008,1,18,5,1235.0,1155,1238.0,1205,WN,1594,N602SW,63.0,70.0,55.0,33.0,40.0,PHX,SAN,304,3.0,5.0,0,N,0,14.0,0.0,0.0,0.0,19.0
51137,2008,1,18,5,2221.0,2145,2216.0,2150,WN,1612,N620SW,55.0,65.0,46.0,26.0,36.0,PHX,SAN,304,3.0,6.0,0,N,0,9.0,0.0,0.0,0.0,17.0
51143,2008,1,18,5,1837.0,1820,1833.0,1825,WN,2712,N278WN,56.0,65.0,46.0,8.0,17.0,PHX,SAN,304,2.0,8.0,0,N,0,,,,,
51145,2008,1,18,5,1712.0,1615,2012.0,1915,WN,1348,N692SW,120.0,120.0,108.0,57.0,57.0,PHX,SAT,843,4.0,8.0,0,N,0,57.0,0.0,0.0,0.0,0.0
51147,2008,1,18,5,2147.0,2105,41.0,5,WN,2295,N507SW,114.0,120.0,105.0,36.0,42.0,PHX,SAT,843,2.0,7.0,0,N,0,27.0,0.0,0.0,0.0,9.0
51148,2008,1,18,5,1046.0,1030,1544.0,1545,WN,987,N640SW,178.0,195.0,168.0,-1.0,16.0,PHX,SDF,1506,4.0,6.0,0,N,0,,,,,
51149,2008,1,18,5,2037.0,2020,2237.0,2230,WN,1115,N352SW,180.0,190.0,169.0,7.0,17.0,PHX,SEA,1107,3.0,8.0,0,N,0,,,,,
51150,2008,1,18,5,1101.0,905,1303.0,1120,WN,2350,N346SW,182.0,195.0,167.0,103.0,116.0,PHX,SEA,1107,5.0,10.0,0,N,0,103.0,0.0,0.0,0.0,0.0
51151,2008,1,18,5,1525.0,1515,1712.0,1730,WN,3678,N266WN,167.0,195.0,156.0,-18.0,10.0,PHX,SEA,1107,5.0,6.0,0,N,0,,,,,
51156,2008,1,18,5,1348.0,1320,1426.0,1425,WN,2553,N730SW,98.0,125.0,89.0,1.0,28.0,PHX,SJC,621,4.0,5.0,0,N,0,,,,,
51158,2008,1,18,5,1931.0,1915,2102.0,2050,WN,368,N764SW,91.0,95.0,80.0,12.0,16.0,PHX,SLC,507,3.0,8.0,0,N,0,,,,,
51159,2008,1,18,5,633.0,615,811.0,755,WN,813,N744SW,98.0,100.0,84.0,16.0,18.0,PHX,SLC,507,3.0,11.0,0,N,0,16.0,0.0,0.0,0.0,0.0
51162,2008,1,18,5,1659.0,1630,1836.0,1805,WN,1573,N210WN,97.0,95.0,85.0,31.0,29.0,PHX,SLC,507,6.0,6.0,0,N,0,13.0,0.0,2.0,0.0,16.0
51164,2008,1,18,5,2300.0,2210,35.0,2340,WN,2551,N623SW,95.0,90.0,82.0,55.0,50.0,PHX,SLC,507,6.0,7.0,0,N,0,7.0,0.0,5.0,0.0,43.0
51165,2008,1,18,5,1400.0,1350,1530.0,1525,WN,2973,N746SW,90.0,95.0,81.0,5.0,10.0,PHX,SLC,507,3.0,6.0,0,N,0,,,,,
51166,2008,1,18,5,2041.0,1955,2125.0,2055,WN,1476,N345SA,104.0,120.0,91.0,30.0,46.0,PHX,SMF,647,5.0,8.0,0,N,0,3.0,0.0,0.0,0.0,27.0
51170,2008,1,18,5,2208.0,2135,2254.0,2235,WN,2627,N327SW,106.0,120.0,93.0,19.0,33.0,PHX,SMF,647,6.0,7.0,0,N,0,7.0,0.0,0.0,0.0,12.0
51172,2008,1,18,5,1402.0,1350,1444.0,1450,WN,3406,N771SA,102.0,120.0,93.0,-6.0,12.0,PHX,SMF,647,3.0,6.0,0,N,0,,,,,
51173,2008,1,18,5,1227.0,1145,1236.0,1205,WN,81,N436WN,69.0,80.0,54.0,31.0,42.0,PHX,SNA,338,4.0,11.0,0,N,0,31.0,0.0,0.0,0.0,0.0
51174,2008,1,18,5,2214.0,2155,2219.0,2210,WN,185,N711HK,65.0,75.0,50.0,9.0,19.0,PHX,SNA,338,6.0,9.0,0,N,0,,,,,
51175,2008,1,18,5,1447.0,1410,1452.0,1425,WN,517,N716SW,65.0,75.0,50.0,27.0,37.0,PHX,SNA,338,3.0,12.0,0,N,0,27.0,0.0,0.0,0.0,0.0
51176,2008,1,18,5,2047.0,2035,2051.0,2045,WN,821,N474WN,64.0,70.0,51.0,6.0,12.0,PHX,SNA,338,4.0,9.0,0,N,0,,,,,
51178,2008,1,18,5,1551.0,1535,1552.0,1545,WN,1533,N284WN,61.0,70.0,50.0,7.0,16.0,PHX,SNA,338,4.0,7.0,0,N,0,,,,,
51180,2008,1,18,5,1848.0,1800,1850.0,1810,WN,3132,N257WN,62.0,70.0,51.0,40.0,48.0,PHX,SNA,338,4.0,7.0,0,N,0,8.0,0.0,0.0,0.0,32.0
51182,2008,1,18,5,1943.0,1830,2326.0,2220,WN,1122,N310SW,163.0,170.0,150.0,66.0,73.0,PHX,STL,1262,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,66.0
51183,2008,1,18,5,1119.0,1110,1505.0,1505,WN,1210,N679AA,166.0,175.0,148.0,0.0,9.0,PHX,STL,1262,4.0,14.0,0,N,0,,,,,
51184,2008,1,18,5,2240.0,2105,216.0,100,WN,1513,N391SW,156.0,175.0,146.0,76.0,95.0,PHX,STL,1262,4.0,6.0,0,N,0,71.0,0.0,0.0,0.0,5.0
51187,2008,1,18,5,2041.0,2035,2345.0,2350,WN,367,N685SW,124.0,135.0,113.0,-5.0,6.0,PHX,TUL,935,4.0,7.0,0,N,0,,,,,
